"Map","Archetype","Hash","Kind","Ytyp","Asset","Texture","Physics","Status"
"deus","hash_C37A9B46","HASH_C37A9B46","unknown","","","","","native_or_missing"
"deus","hash_D15FD0CC","HASH_D15FD0CC","direct","","[ydr]\casa13vb.ydr","","","matched"
"deus","hash_D15FD0CC","HASH_D15FD0CC","Drawable","[ydr]\barracoqs10.ytyp","hash_D15FD0CC","hash_B77608F1","hash_D15FD0CC","defined"
"deus","hash_6C4D5AF4","HASH_6C4D5AF4","unknown","","","","","native_or_missing"
"deus","hash_8A3DF14E","HASH_8A3DF14E","unknown","","","","","native_or_missing"
"deus","hash_D90E7855","HASH_D90E7855","direct","","[ydr]\qsbarraco68.ydr","","","matched"
"deus","hash_D90E7855","HASH_D90E7855","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_D90E7855","hash_DAC99FC2","hash_D90E7855","defined"
"deus","hash_B6C8A865","HASH_B6C8A865","direct","","[ydr]\quebradafv_5e.ydr","","","matched"
"deus","hash_B6C8A865","HASH_B6C8A865","Drawable","[ytyp]\detailrua1.ytyp","hash_B6C8A865","hash_29270ADF","hash_B6C8A865","defined"
"deus","hash_EAE56E23","HASH_EAE56E23","direct","","[ydr]\qs17.ydr","","","matched"
"deus","hash_EAE56E23","HASH_EAE56E23","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_EAE56E23","hash_DAC99FC2","hash_EAE56E23","defined"
"deus","hash_CF64F65A","HASH_CF64F65A","direct","","[ydr]\qs30e.ydr","","","matched"
"deus","hash_CF64F65A","HASH_CF64F65A","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_CF64F65A","hash_DAC99FC2","hash_CF64F65A","defined"
"deus","hash_6453FE02","HASH_6453FE02","direct","","[ydr]\qsbarraco32.ydr","","","matched"
"deus","hash_6453FE02","HASH_6453FE02","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_6453FE02","hash_DAC99FC2","hash_6453FE02","defined"
"deus","hash_4D49F4B1","HASH_4D49F4B1","direct","","[ydr]\quebradashop5d.ydr","","","matched"
"deus","hash_4D49F4B1","HASH_4D49F4B1","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4D49F4B1","hash_5BD1F89C","hash_4D49F4B1","defined"
"deus","hash_3A22BC9A","HASH_3A22BC9A","direct","","[ydr]\quebradashop18h.ydr","","","matched"
"deus","hash_3A22BC9A","HASH_3A22BC9A","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_3A22BC9A","hash_DAC99FC2","hash_3A22BC9A","defined"
"deus","hash_BD662CAE","HASH_BD662CAE","direct","","[ydr]\qs_escada4b.ydr","","","matched"
"deus","hash_BD662CAE","HASH_BD662CAE","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_BD662CAE","hash_5BD1F89C","hash_BD662CAE","defined"
"deus","hash_D0119B6E","HASH_D0119B6E","direct","","[ydr]\gazvb.ydr","","","matched"
"deus","hash_D0119B6E","HASH_D0119B6E","Drawable","[ytyp]\detailrua1.ytyp","hash_D0119B6E","hash_B77608F1","hash_D0119B6E","defined"
"deus","hash_55364C18","HASH_55364C18","direct","","[ydr]\qsbanca2.ydr","","","matched"
"deus","hash_55364C18","HASH_55364C18","Drawable","[ytyp]\detailrua1.ytyp","hash_55364C18","hash_55364C18","hash_55364C18","defined"
"deus","hash_3A4055FA","HASH_3A4055FA","unknown","","","","","native_or_missing"
"deus","hash_727F1D73","HASH_727F1D73","direct","","[ydr]\qs_graf_5.ydr","","","matched"
"deus","hash_5278A41D","HASH_5278A41D","unknown","","","","","native_or_missing"
"deus","hash_20911405","HASH_20911405","unknown","","","","","native_or_missing"
"deus","hash_2D1F3215","HASH_2D1F3215","unknown","","","","","native_or_missing"
"deus","hash_2305AE17","HASH_2305AE17","unknown","","","","","native_or_missing"
"deus","hash_51B12338","HASH_51B12338","unknown","","","","","native_or_missing"
"deus","hash_26134929","HASH_26134929","unknown","","","","","native_or_missing"
"deus","hash_AF9E03CD","HASH_AF9E03CD","unknown","","","","","native_or_missing"
"deus","hash_4A0DAB09","HASH_4A0DAB09","unknown","","","","","native_or_missing"
"deus","hash_BF70BCA3","HASH_BF70BCA3","unknown","","","","","native_or_missing"
"deus","hash_5D37C683","HASH_5D37C683","unknown","","","","","native_or_missing"
"deus","hash_DF8C1FD4","HASH_DF8C1FD4","unknown","","","","","native_or_missing"
"deus","hash_509A65DD","HASH_509A65DD","unknown","","","","","native_or_missing"
"deus","hash_E8D13D7F","HASH_E8D13D7F","direct","","[ydr]\casa27vb.ydr","","","matched"
"deus","hash_E8D13D7F","HASH_E8D13D7F","Drawable","[ytyp]\detailrua1.ytyp","hash_E8D13D7F","hash_B77608F1","hash_E8D13D7F","defined"
"deus","hash_1A446E4F","HASH_1A446E4F","direct","","[ydr]\casa17vb1.ydr","","","matched"
"deus","hash_1A446E4F","HASH_1A446E4F","Drawable","[ytyp]\detailrua1.ytyp","hash_1A446E4F","hash_B77608F1","hash_1A446E4F","defined"
"deus","hash_4B0DB30D","HASH_4B0DB30D","direct","","[ydr]\casagabe2.ydr","","","matched"
"deus","hash_4B0DB30D","HASH_4B0DB30D","Drawable","[ytyp]\detailrua1.ytyp","hash_4B0DB30D","hash_B77608F1","hash_4B0DB30D","defined"
"deus","hash_FC8394AC","HASH_FC8394AC","unknown","","","","","native_or_missing"
"deus","hash_1A555DF6","HASH_1A555DF6","direct","","[ydr]\poste.ydr","","","matched"
"deus","hash_1A555DF6","HASH_1A555DF6","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_1A555DF6","hash_D3480D7B","hash_893DA201","defined"
"deus","hash_78684AED","HASH_78684AED","direct","","[ydr]\quebradashop5a.ydr","","","matched"
"deus","hash_78684AED","HASH_78684AED","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_78684AED","hash_29E5B098","hash_78684AED","defined"
"deus","hash_4BD351FE","HASH_4BD351FE","unknown","","","","","native_or_missing"
"deus","hash_FBA231AD","HASH_FBA231AD","unknown","","","","","native_or_missing"
"deus","hash_7B83E9D7","HASH_7B83E9D7","direct","","[ydr]\trepatrepa.ydr","","","matched"
"deus","hash_7B83E9D7","HASH_7B83E9D7","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_7B83E9D7","hash_B77608F1","hash_7B83E9D7","defined"
"deus","hash_7B83E9D7","HASH_7B83E9D7","Drawable","[ytyp]\detailrua1.ytyp","hash_7B83E9D7","hash_B77608F1","hash_7B83E9D7","defined"
"deus","hash_DDA268D3","HASH_DDA268D3","direct","","[ydr]\balanco.ydr","","","matched"
"deus","hash_DDA268D3","HASH_DDA268D3","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_DDA268D3","hash_B77608F1","hash_DDA268D3","defined"
"deus","hash_DDA268D3","HASH_DDA268D3","Drawable","[ytyp]\detailrua1.ytyp","hash_DDA268D3","hash_B77608F1","hash_DDA268D3","defined"
"deus","hash_B2A7EC70","HASH_B2A7EC70","direct","","[ydr]\escorregador.ydr","","","matched"
"deus","hash_B2A7EC70","HASH_B2A7EC70","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_B2A7EC70","hash_2E3DADDA","hash_B2A7EC70","defined"
"deus","hash_7DC1B698","HASH_7DC1B698","direct","","[ydr]\parque.ydr","","","matched"
"deus","hash_7DC1B698","HASH_7DC1B698","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_7DC1B698","hash_7DC1B698","hash_7DC1B698","defined"
"deus","hash_28E0F356","HASH_28E0F356","direct","","[ydr]\qsbanca1.ydr","","","matched"
"deus","hash_28E0F356","HASH_28E0F356","Drawable","[ytyp]\detailrua1.ytyp","hash_28E0F356","hash_28E0F356","hash_28E0F356","defined"
"deus","hash_3CE698BF","HASH_3CE698BF","unknown","","","","","native_or_missing"
"deus","hash_524BAE5E","HASH_524BAE5E","unknown","","","","","native_or_missing"
"deus","hash_A8FB693E","HASH_A8FB693E","unknown","","","","","native_or_missing"
"deus","hash_A2417989","HASH_A2417989","unknown","","","","","native_or_missing"
"deus","hash_CCBBD31F","HASH_CCBBD31F","direct","","[ydr]\golqs.ydr","","","matched"
"deus","hash_CCBBD31F","HASH_CCBBD31F","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_CCBBD31F","hash_DAC99FC2","hash_CCBBD31F","defined"
"deus","hash_5B72C10E","HASH_5B72C10E","direct","","[ydr]\casa36vb.ydr","","","matched"
"deus","hash_5B72C10E","HASH_5B72C10E","Drawable","[ydr]\barracoqs10.ytyp","hash_5B72C10E","hash_B77608F1","hash_5B72C10E","defined"
"deus","hash_2B11C167","HASH_2B11C167","direct","","[ydr]\fav_qs_lombada.ydr","","","matched"
"deus","hash_2B11C167","HASH_2B11C167","Drawable","[ytyp]\detailrua1.ytyp","hash_2B11C167","hash_2E3DADDA","hash_2B11C167","defined"
"deus","hash_C27BC780","HASH_C27BC780","direct","","[ydr]\qsbarraco75.ydr","","","matched"
"deus","hash_C27BC780","HASH_C27BC780","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_C27BC780","hash_DAC99FC2","hash_C27BC780","defined"
"deus","hash_74312747","HASH_74312747","direct","","[ydr]\quebradashopgraf124.ydr","","","matched"
"deus","hash_74312747","HASH_74312747","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_74312747","hash_74312747","hash_74312747","defined"
"deus","hash_6F021CE9","HASH_6F021CE9","direct","","[ydr]\quebradashopgraf125.ydr","","","matched"
"deus","hash_6F021CE9","HASH_6F021CE9","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_6F021CE9","hash_6F021CE9","hash_6F021CE9","defined"
"deus","hash_4723470C","HASH_4723470C","direct","","[ydr]\quebradashopgraf511.ydr","","","matched"
"deus","hash_4723470C","HASH_4723470C","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_4723470C","hash_4723470C","hash_4723470C","defined"
"deus","hash_F8192821","HASH_F8192821","direct","","[ydr]\quebradashopgraf500.ydr","","","matched"
"deus","hash_F8192821","HASH_F8192821","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_F8192821","hash_F8192821","hash_F8192821","defined"
"deus","hash_57D26786","HASH_57D26786","direct","","[ydr]\quebradashopgraf502.ydr","","","matched"
"deus","hash_57D26786","HASH_57D26786","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_57D26786","hash_57D26786","hash_57D26786","defined"
"deus","hash_AA85B19A","HASH_AA85B19A","direct","","[ydr]\xadrez.ydr","","","matched"
"deus","hash_AA85B19A","HASH_AA85B19A","Drawable","[ydr]\barracoqs10.ytyp","hash_AA85B19A","hash_29E5B098","hash_AA85B19A","defined"
"deus","hash_A879BC02","HASH_A879BC02","unknown","","","","","native_or_missing"
"deus","hash_E0954F3F","HASH_E0954F3F","unknown","","","","","native_or_missing"
"deus","hash_EC6070A7","HASH_EC6070A7","unknown","","","","","native_or_missing"
"deus","hash_5EA9C2A1","HASH_5EA9C2A1","unknown","","","","","native_or_missing"
"deus","hash_7CFD8781","HASH_7CFD8781","unknown","","","","","native_or_missing"
"deus","hash_03C4ECDB","HASH_03C4ECDB","unknown","","","","","native_or_missing"
"deus","hash_051736B5","HASH_051736B5","direct","","[ydr]\quebradashop_caveirao.ydr","","","matched"
"deus","hash_051736B5","HASH_051736B5","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_051736B5","hash_051736B5","hash_051736B5","defined"
"deus","hash_934A0835","HASH_934A0835","direct","","[ydr]\padariaquebrada.ydr","","","matched"
"deus","hash_934A0835","HASH_934A0835","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_934A0835","hash_B77608F1","hash_934A0835","defined"
"deus","hash_4727519A","HASH_4727519A","unknown","","","","","native_or_missing"
"deus","hash_52622D9E","HASH_52622D9E","unknown","","","","","native_or_missing"
"deus","hash_2D12B0A7","HASH_2D12B0A7","unknown","","","","","native_or_missing"
"deus","hash_A2995F30","HASH_A2995F30","unknown","","","","","native_or_missing"
"deus","hash_1B509699","HASH_1B509699","unknown","","","","","native_or_missing"
"deus","hash_95C95659","HASH_95C95659","unknown","","","","","native_or_missing"
"deus","hash_FD8A3806","HASH_FD8A3806","unknown","","","","","native_or_missing"
"deus","hash_C81484D2","HASH_C81484D2","unknown","","","","","native_or_missing"
"deus","hash_A227D7F5","HASH_A227D7F5","unknown","","","","","native_or_missing"
"deus","hash_902D2C9F","HASH_902D2C9F","unknown","","","","","native_or_missing"
"deus","hash_3C4DAC35","HASH_3C4DAC35","unknown","","","","","native_or_missing"
"deus","hash_720018B7","HASH_720018B7","unknown","","","","","native_or_missing"
"deus","hash_8E94F097","HASH_8E94F097","unknown","","","","","native_or_missing"
"deus","hash_9AAD20AF","HASH_9AAD20AF","unknown","","","","","native_or_missing"
"deus","hash_3588DC03","HASH_3588DC03","unknown","","","","","native_or_missing"
"deus","hash_6FA119C7","HASH_6FA119C7","unknown","","","","","native_or_missing"
"deus","hash_49673B7D","HASH_49673B7D","unknown","","","","","native_or_missing"
"deus","hash_49F90A9B","HASH_49F90A9B","unknown","","","","","native_or_missing"
"deus","hash_6842472D","HASH_6842472D","unknown","","","","","native_or_missing"
"deus","hash_59C16E2C","HASH_59C16E2C","unknown","","","","","native_or_missing"
"deus","hash_E8E1BA72","HASH_E8E1BA72","unknown","","","","","native_or_missing"
"deus","hash_F91D716C","HASH_F91D716C","unknown","","","","","native_or_missing"
"deus","hash_16DBACE8","HASH_16DBACE8","unknown","","","","","native_or_missing"
"deus","hash_CC691808","HASH_CC691808","unknown","","","","","native_or_missing"
"deus","hash_9271A41A","HASH_9271A41A","unknown","","","","","native_or_missing"
"deus","hash_144BC725","HASH_144BC725","unknown","","","","","native_or_missing"
"deus","hash_7F845900","HASH_7F845900","unknown","","","","","native_or_missing"
"deus","hash_93BDB700","HASH_93BDB700","unknown","","","","","native_or_missing"
"deus","hash_D43057F3","HASH_D43057F3","unknown","","","","","native_or_missing"
"deus","hash_E3D37913","HASH_E3D37913","unknown","","","","","native_or_missing"
"deus","hash_3746E69A","HASH_3746E69A","unknown","","","","","native_or_missing"
"deus","hash_83EDA4D2","HASH_83EDA4D2","unknown","","","","","native_or_missing"
"deus","hash_25C64399","HASH_25C64399","unknown","","","","","native_or_missing"
"deus","hash_1213B24D","HASH_1213B24D","unknown","","","","","native_or_missing"
